章节,实体1,QID,关系,实体2,QID.1
第十一章,约瑟夫·史密斯,Q476702,结婚,凯瑟琳·托夫茨,Q16859603
第十章,彼得罗·安东尼奥·诺维利,Q1718478,绘制,凯瑟琳大帝委托作品,
第十一章,马歇尔·舒伦伯格,Q70910,认识,凯斯勒,Q1693874
第十一章,卡纳莱托,Q182664,创作,坎波迪里亚尔托风景,
第十一章,西吉斯蒙德·施特赖特,Q90687,收藏,坎波迪里亚尔托风景,
第九章,安东尼奥·巴尔巴罗,Q711845,参与,坎迪亚战争,
第六章,皮埃特罗·奥托博尼,Q101294,死于,坎榭列利亚宫,
第六章,菲利波·朱瓦拉,Q85000,设计,坎榭列利亚宫剧院布景,
第九章,阿尔贝托·维奇,无ID，学者,研究,康察纳神父思想,
第九章,阿尔贝托·维奇,无ID，学者,研究,康察纳思想,
第十五章,菲利波·法尔塞蒂,Q16556042,收藏,康科迪亚神庙立柱,
第九章,亨利三世,Q53448,访问,康塔里尼家族别墅,
第九章,迪特里希,Q536581,绘制,康塔里尼家族别墅壁画,
第八章,《橄榄园中的基督》,,作者,柯勒乔,Q8457
第十一章,马歇尔·舒伦伯格,Q70910,收藏,柯勒乔作品,
第十一章,马歇尔·舒伦伯格,Q70910,购买,柯勒乔作品,
第八章,托马索·鲁福,Q2661419,收藏,柯勒乔作品,
第五章,弗拉维奥·奇吉,Q368700,委托,科达奇,Q2553051
第四章,卡西亚诺,Q1048333,赞助,科达奇,Q2553051
第八章,米科·斯帕达罗,Q1170226,创作,科达奇建筑绘画作品,
第五章,马塞洛·萨凯蒂,Q6087600,收藏,科尔托纳画作,
第十七章,彼得罗·达·科尔托纳,Q333323,出版,科尔托纳绘画雕塑著作,
第十七章,维托里奥·卡萨莱,Q107652205,出版,科尔托纳绘画雕塑著作,
第八章,卢卡·焦尔达诺,Q332494,承接,科尔西尼礼拜堂,
第八章,卢卡·焦尔达诺,Q332494,装饰,科尔西尼礼拜堂,
第八章,德尔·罗索兄弟,,收藏,科尔西尼礼拜堂装饰草图,
第十一章,马歇尔·舒伦伯格,Q70910,委托,科孚岛风景画,
第十一章,科拉迪尼,Q601707,创作,科孚岛战争纪念雕像模型,
第十一章,马歇尔·舒伦伯格,Q70910,委托,科孚岛战争纪念雕像模型,
第十一章,马歇尔·舒伦伯格,Q70910,委托,科拉迪尼,Q601707
第九章,安德里亚·祖奇,Q30250990,雕刻,科拉迪尼雕像,
第八章,费迪南德大公,Q465178,委托,科拉多·贾昆托,Q740934
第七章,路易十四,Q7742,雇用,科拉多·贾昆托,Q740934
第十七章,V. 拉扎里,Q4013340,编撰,科雷尔博物馆目录,
第十七章,乔瓦尼·马里亚赫,Q3767681,编撰,科雷尔博物馆目录,
第十七章,吉罗拉莫·丹多洛,Q1223162（不确定）,评价,科雷尔收藏,
第十七章,切萨雷·奥古斯托·莱维,Q87360172,记录,科雷尔收藏,
第一章序言,特里西奥·皮尼亚蒂,Q2404709,提供,科雷尔图书馆,
第十七章,贝尔纳多·卡斯特利,Q3638702,绘制,科雷尔肖像,
第六章,克里斯蒂娜女王,Q52937,收藏,科雷吉奥作品,
第十一章,约瑟夫·史密斯,Q476702,认识,科林·坎贝尔,Q254245
第八章,德尔·罗索兄弟,,游历,科隆,
第七章,朱利奥·马扎林,Q166056,加入,科隆纳家族,
第六章,菲利波·格拉尔迪,Q3071896,创作,科隆纳家族壁画,
第六章,乔瓦尼·科利,Q3107139,创作,科隆纳家族壁画,
第六章,菲利波·格拉尔迪,Q3071896,重建,科隆纳家族别墅,
第六章,枢机主教吉罗拉莫,Q505613,重建,科隆纳家族别墅,
第六章,菲利波·格拉尔迪,Q3071896,创作,科隆纳家族别墅走廊天花板壁画,
第六章,洛伦佐·奥诺弗里奥·科隆纳,Q3837032,委托,科隆纳家族别墅走廊天花板壁画,
第六章,乔瓦尼·科利,Q3107139,创作,科隆纳家族别墅走廊天花板壁画,
第二章,卡洛·巴尔贝里尼,Q1186836,购买,科隆纳家族城堡,
第六章,菲利波·格拉尔迪,Q3071896,重建,科隆纳家族封邑,
第六章,吉罗拉莫·科隆纳,Q1223162,重建,科隆纳家族封邑,
第十一章,约瑟夫·史密斯,Q476702,认识,科伦·坎贝尔,Q254245
第十一章,约瑟夫·史密斯,Q476702,收藏,科伦·坎贝尔建筑作品,
第十一章,约瑟夫·史密斯,Q476702,收藏,科伦·坎贝尔建筑作品,
第九章,格雷戈里奥·拉扎里尼,Q1384461,绘制,科梅尔家族先祖肖像,
第九章,拉扎里尼,Q1384461,绘制,科梅尔家族肖像,
第九章,乔瓦尼·多梅尼科·布拉斯托洛尼,表中无ID,主持,科墨葬礼,
第八章,费迪南德大公,Q465178,收藏,科尼利厄斯·普伦伯格作品,
第八章,加斯帕尔·如莫尔,Q3098722,收藏,科尼利厄斯·普伦伯格作品,
第八章,费迪南德大公,Q465178,收藏,科尼利厄斯·舒特作品,
第八章,加斯帕尔·如莫尔,Q3098722,收藏,科尼利厄斯·舒特作品,
第十章,罗萨尔巴·卡列拉,Q237726,结识,科佩尔,Q585926
第九章,威洛特,Q3090265,研究,科钦艺术评论,
第十七章,泰奥多罗·科雷尔,Q2403974,收藏,科西莫·图拉作品,
第八章,费迪南德大公,Q465178,父亲,科西莫三世,Q47292
第十七章,克劳斯·兰克海特,Q1119207,研究,科西莫三世,Q47292
第十七章,克劳斯·兰克希特,Q1119207,研究,科西莫三世,
第十七章,斯特拉·鲁道夫,表中无ID,研究,科西莫三世风格,
第十五章,吉罗拉莫·费斯塔里,Q55227570,身份,科学家,
第十二章,安东尼奥·孔蒂,Q2087202,撰写,科学手册,
第五章,卡拉布里亚国家教堂,,委托,科扎画作,
第三章,亚历山德罗·法尔内塞,Q248459,保留,克莱里亚,Q2978781
第三章,亚历山德罗·法尔内塞,Q248459,父亲,克莱里亚,Q2978781
第二章,马菲奥·巴尔贝里尼,Q131579,陪同,克莱门特八世,Q170395
第十七章,韦伊,Q125296744,研究,克莱门特九世,
第二章,朱利奥·罗斯皮格里奥西,Q155961,成为,克莱门特九世,Q155961
第六章,卡洛·马拉塔,Q538998,创作,克莱门特九世肖像,
第六章,克莱门特九世,Q155961,委托,克莱门特九世肖像,
第九章,卡洛·雷佐尼科,Q133121,成为,克莱门特十三世,Q133121
第五章,范·拉尔,Q576907,影响,克劳德,Q214074
第五章,戈佛雷多·沃尔斯,Q3109847,教导,克劳德,Q214074
第五章,戈佛雷多·沃尔斯,Q3109847,影响,克劳德,Q214074
第四章,卡西亚诺,Q1048333,赞助,克劳德,Q214074
第六章,洛伦佐·奥诺弗里奥,Q3837032,赞助,克劳德,Q214074
第六章,洛伦佐·奥诺弗里奥,Q3837032,雇佣,克劳德,Q214074
第四章,马斯西米,Q3297734,赞助,克劳德,Q214074
第五章,西蒙内利,Q97072945,介绍,克劳德,Q214074
第四章,保罗·焦尔达诺,Q519364,赞助,克劳德·洛兰,Q214074
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,评价,克劳德·洛兰,Q214074
第四章,弗朗西斯科·巴尔贝里尼,Q2662344,赞助,克劳德·洛兰,Q214074
第四章,卡米洛·马西斯米,Q1081429,委托,克劳德·洛兰,Q214074
第一章,莱奥波尔多·德·美第奇,Q968920,委托,克劳德·洛兰,Q214074
第四章,马尔凯塞·朱斯蒂尼亚尼,Q1396468,赞助,克劳德·洛兰,Q214074
第二章,乌尔班八世,Q131579,委托,克劳德·洛兰,Q214074
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,赞赏,克劳德作品,
第四章,马斯西米,Q3297734,收藏,克劳德作品,
第十一章,西吉斯蒙德·施特赖特,Q90687,捐赠,克劳恩·克洛斯特福音运动学校,
第十一章,西吉斯蒙德·施特赖特,Q90687,就读,克劳恩·克洛斯特福音运动学校,
第八章,费迪南德大公,Q465178,委托,克雷斯皮,Q528620
第八章,费迪南德大公,Q465178,资助,克雷斯皮,Q528620
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,评价,克雷斯皮,Q528620
第七章,萨沃伊尤金大公,Q610738,委托,克雷斯皮,Q3266428
第十三章,扎内蒂,Q944948,购买,克雷斯皮田园画,
第八章,费迪南德大公,Q465178,赞赏,克雷斯皮幽默画作,
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,购买,克雷斯皮作品,
第八章,托马索·鲁福,Q2661419,欣赏,克雷斯皮作品,
第十三章,尤金王子,Q152428,收藏,克雷斯皮作品,
第十三章,扎内蒂,Q944948,购买,克雷斯皮作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,雇用,克里斯蒂安·威廉·恩斯特·迪特里希,Q536581
第四章,保罗·焦尔达诺,Q519364,接待,克里斯蒂娜女王,Q52938
第四章,保罗·焦尔达诺,Q519364,通信,克里斯蒂娜女王,Q52938
第十七章,冯·普拉滕,Q6051457,研究,克里斯蒂娜女王,Q52938
第六章,吉安·彼得罗·贝洛里,Q714400,担任,克里斯蒂娜女王古物收藏家,
第六章,吉安·彼得罗·贝洛里,Q714400,担任,克里斯蒂娜女王图书管理员,
第六章,詹南克洛·坎尼尼,Q5563665,创作,克里斯蒂娜女王委托作品,
第八章,费迪南德大公,Q465178,赞助,克里斯托法诺·莫纳里,Q1081139
第八章,费迪南德大公,Q465178,收藏,克里斯托法诺·莫纳里作品,
第十二章,里维埃拉,表中无ID,委托,克里斯托弗·达尔·阿夸,Q5186480
第八章,埃尔科莱·普罗卡奇尼,Q3056023,指导,克里斯托弗·斯托勒,表中无ID
第八章,费迪南德大公,Q465178,委托,克里斯托弗·斯托勒,表中无ID
第十一章,西吉斯蒙德·施特赖特,Q90687,安葬,克利斯托福新教徒公墓,
第十章,罗萨尔巴·卡列拉,Q237726,创作,克罗泽特家人肖像,
第十章,安托万·华托,Q183221,参加,克罗泽特聚会,
第十三章,安东尼奥·玛丽亚·扎内蒂,Q944948,朋友,克罗扎特,Q2007354
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,结识,克罗扎特,Q2007354
第十二章,卡勒斯伯爵,Q2734012,探讨,安东尼奥·孔蒂,Q2087202
第十二章,艾萨克·牛顿,Q935,影响,孔蒂科学思想,
第十二章,丰特内勒,Q310309,影响,孔蒂思想,
第十二章,马勒伯朗士,Q309818,影响,孔蒂思想,
第六章,彼得罗·达·科尔托纳,Q333323,装饰,奎里纳尔宫,
第六章,彼得罗·达·科尔托纳,Q333323,创作,奎里纳尔宫壁画,
第六章,圭多·雷尼,Q109061,绘制,奎里纳尔宫圣母玛利亚画像,
第六章,卡洛·马拉塔,Q538998,修改,奎里纳尔宫圣母玛利亚画像,
第六章,圭多·雷尼,Q109061,绘制,奎里纳尔宫圣母玛利亚像,
第六章,彼得罗·贝尔尼尼,Q712397,设计,奎里纳尔宫新宫殿,
第六章,彼得罗·贝尔尼尼,Q712397,设计,奎里纳尔宫新广场,
第六章,彼得罗·贝尔尼尼,Q712397,设计,奎里纳尔宫新教堂,
第六章,彼得罗·贝尔尼尼,Q712397,设计,奎里纳尔宫新街道,
第六章,彼得罗·贝尔尼尼,Q712397,设计,奎里纳尔宫新喷泉,
第六章,彼得罗·达·科尔托纳,Q333323,负责,奎里纳尔宫装饰,
第十五章,弗朗切斯科·米格里里,Q5479459,出版,奎里尼书籍,
第十五章,雅各布·莫雷利,Q3791431,出版,奎里尼书籍,
第十五章,伊西多罗·比安奇,Q3155339,出版,奎里尼书籍,
第十五章,多米尼科·维万特·德农,Q468618,绘制,奎里尼肖像,
第十五章,弗朗切斯科·米格里里,Q5479459,出版,奎里尼专著,
第一章,彼得罗·贝尔尼尼,Q712397,设计,奎琳岗圣安德肋圣殿教堂内部装饰,
第二章,安东尼奥·巴尔贝里尼,Q599744,贡献,奎琳岗圣安德里亚教堂,
第九章,吉马贝蒂诺·奇纳罗利,Q327262,绘制,拉比亚家族壁画,
第九章,卢卡·焦尔达诺,Q332494,绘制,拉比亚家族藏品,
第九章,彼得罗·祖科利,表中无ID,记录,拉比亚家族遗嘱,
第九章,拉扎里尼,Q1384461,担任,拉比亚家族专用画师,
第五章,萨尔瓦多·罗萨,Q359421,遗赠,拉法埃洛·马尔凯西,表中无ID
第六章,阿戈斯蒂诺·奇吉,Q395635,友谊,拉斐尔,Q5597
第六章,阿戈斯蒂诺·奇吉,Q395635,雇佣,拉斐尔,Q5597
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,评价,拉斐尔,Q5597
第五章,萨索费拉托,Q1345289,模仿,拉斐尔,Q5597
第六章,卡洛·马拉塔,Q538998,修复,拉斐尔壁画,
第六章,卡洛·马拉塔,Q538998,修复,拉斐尔壁画,
第六章,卡洛·马拉塔,Q538998,修复,拉斐尔壁画,
第十五章,安吉洛·奎里尼,Q536447,收藏,拉斐尔凉廊复制品,
第九章,王尔德,Q15430589,研究,拉斐尔素描,
第九章,亚瑟·尤尔特·波帕姆,Q709195,研究,拉斐尔素描,
第九章,扎卡里亚·萨格雷多,Q97446740,购买,拉斐尔素描,
第五章,安东尼·巴尔贝里尼,Q599744,收藏,拉斐尔作品,
第五章,道明会,,出售,拉斐尔作品,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,批评,拉斐尔作品,
第六章,克里斯蒂娜女王,Q52937,收藏,拉斐尔作品,
第十五章,路易吉·波兹,结果不唯一,复制,拉斐尔作品,
第一章,罗萨诺公主,结果不唯一,交换,拉斐尔作品,
第十一章,马歇尔·舒伦伯格,Q70910,收藏,拉斐尔作品,
第十一章,马歇尔·舒伦伯格,Q70910,购买,拉斐尔作品,
第八章,托马索·鲁福,Q2661419,收藏,拉斐尔作品,
第五章,莱利奥·吉迪奇奥尼,Q55998317,收藏,拉斐尔作品（赝品）,
第十五章,安吉洛·奎里尼,Q536447,收藏,拉斐尔作品复制品,
第六章,博罗米尼,Q123150,修复,拉特兰大教堂,
第六章,皮萨内洛,Q311082,创作,拉特兰大教堂壁画,
第六章,詹蒂莱·达·法布里亚诺,Q312393,创作,拉特兰大教堂壁画,
第二章,安德里亚·萨基,Q495008,创作,拉特兰洗礼堂草图,
第一章,提香,Q47551,头衔,拉特朗宫伯爵,
第六章,克莱门特十一世,Q129967,委托,拉特朗圣若望大殿雕像,
第六章,勋伯纳家族,,资助,拉特朗圣若望大殿工程,
第六章,克莱门特十一世,Q129967,委托,拉特朗圣若望大殿绘画,
第八章,托马索·鲁福,Q2661419,担任,拉文纳教皇特使,
第十七章,霍华德·希巴德,Q12020451,讨论,拉文著作,
第一章序言,弗兰西斯·哈斯克尔,Q320477,引用,拉扎里尼,Q1384461
第十一章,卡纳莱托,Q182664,认识,拉扎里尼,Q1384461
第六章,枢机主教德·德阿达,Q968920,邀请,拉扎里尼,Q1384461
第六章,枢机主教德·德阿达,Q968920,委托,拉扎里尼,Q1384461
第二章,弗朗切斯科·巴尔贝里尼,Q2662344,委托,拉扎罗·巴尔迪,Q3220072
第四章,保罗·弗雷亚特·德·钱特娄,Q3371258,出版,莱昂纳多·达·芬奇,Q762
第四章,卡西亚诺·达尔·波佐,Q1048333,整理,莱昂纳多·达·芬奇,Q762
第十三章,唐·彼得罗·安东尼奥·托尼,Q2374666,购买,莱昂纳多·帕斯奎蒂,表中无ID
第九章,克里斯托弗·伊万诺维奇,Q3246893,评价,莱昂纳多·佩萨罗,表中无ID
第十七章,莱昂内洛·普皮,Q18224381,研究,莱昂纳多·瓦尔马拉纳,表中无ID
第四章,卡西亚诺,Q1048333,研究,莱昂纳多手稿,
第四章,卡西亚诺,Q1048333,收藏,莱昂纳多素描,
第十一章,约瑟夫·史密斯,Q476702,认识,莱昂内尔·库斯特,Q6555603
第十七章,M.穆拉罗,Q19997568,研究,莱奥波尔多·德·美第奇,Q968920
第十七章,格洛丽亚·基亚里尼·德·安娜,表中无ID,研究,莱奥波尔多·德·美第奇,Q968920
第十七章,桑德里娜·班德拉,Q106678699,研究,莱奥波尔多·德·美第奇,Q968920
第十七章,西尔维娅·梅洛尼,表中无ID,研究,莱奥波尔多·德·美第奇,Q968920
第一章,雅各布·萨尔维亚蒂,表中无ID,代理,莱奥波尔多·德·美第奇,Q968920
第九章,皮埃特罗·洛雷丹,表中无ID,担任,莱尼亚诺要塞指挥官,
第十一章,约瑟夫·史密斯,Q476702,认识,莱维,Q532695
第三章,神职界修会,,委托,兰弗兰科,Q447730
第三章,枢机主教蒙塔尔托,Q133350,支持,兰弗兰科,Q447730
第十七章,特纳,Q110243718,研究,兰弗兰科,Q447730
第二章,安东尼奥·巴尔贝里尼,Q599744,任命,兰斯大主教,
第二章,安东尼奥·巴尔贝里尼,Q599744,担任,兰斯大主教,
第十七章,乔治·奇尼基金会,,接收,老安东·玛丽亚·萨内蒂作品,
第六章,马坎托尼奥·科隆纳,Q878288,参与,勒班陀战役,
第四章,卡西亚诺,Q1048333,赞助,勒梅尔,Q212445
第十一章,马歇尔·舒伦伯格,Q70910,认识,雷德里克王子,Q152428
第十五章,安吉洛·奎里尼,Q536447,委托,雷尼尔半身像,
第十五章,安吉洛·奎里尼,Q536447,抛弃,雷尼尔雕像,
第九章,迪特里希,Q536581,绘制,雷佐尼科婚礼壁画,
第十章,迪特里希,Q536581,服务,雷佐尼科家族,
第九章,丽娜·利万,表中无ID,研究,雷佐尼科家族,
第九章,朱萨尼,Q104662012,研究,雷佐尼科家族,
第十章,迪特里希,Q536581,装饰,雷佐尼科家族宫殿,
第七章,彼得罗·贝尔尼尼,Q712397,创作,黎塞留半身像,
第七章,菲利普·德·尚佩涅,Q314814,创作,黎塞留肖像,
第七章,蒙特利伯爵,Q3845070,委托,里贝拉,Q297838
第八章,费迪南德大公,Q465178,收藏,里贝拉作品,
第八章,加斯帕尔·如莫尔,Q3098722,收藏,里贝拉作品,
第十章,罗萨尔巴·卡列拉,Q237726,结识,里戈,Q49898
第七章,卢卡·焦尔达诺,Q332494,创作,里卡尔迪宫壁画,
第16章,乔瓦尼·维安内洛,表中无ID,收藏,里奇作品,
第16章,塞洛蒂,Q113774991,收藏,里奇作品,
第十章,泰辛伯爵,Q1038496,收藏,里希特作品,
第十章,泰辛伯爵,Q1038496,购买,里希特作品,
第十一章,约瑟夫·史密斯,Q476702,认识,理查德·米德,表中无ID
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,认识,理查德·米德博士,表中无ID
第四章,卡米洛·马西斯米,Q1081430,接待,理查德·米德博士,表中无ID
第十一章,约瑟夫·史密斯,Q476702,认识,理查德·威尔逊,Q471387
第16章,斯特兰奇,表中无ID,推荐,理查德·沃斯利,Q7528684
第十四章,安德烈亚·帕拉迪奥,Q177692,设计,理性宮,
第九章,大卫,Q741627,推动,历史画复兴,
第七章,彼得罗·利贝里,Q979467,创作,利奥波德一世委托作品,
第八章,德尔·罗索兄弟,,忽视,利维奥·梅胡斯,Q1776687
第八章,费迪南德大公,Q465178,赞助,利维奥·梅胡斯,Q1776687
第八章,费迪南德大公,Q465178,收藏,利维奥·梅胡斯作品,
第八章,费迪南德大公,Q465178,访问,利沃诺,
第八章,卢卡·焦尔达诺,Q332494,拜访,利沃诺,
第十五章,菲利波·法尔塞蒂,Q16556042,收藏,两篮水果和鲜花,
第七章,卢卡斯·冯·希尔德布兰特,Q84507,设计,瞭望楼,
第十七章,克劳斯·兰克海特,Q1119207,研究,列支敦士登大公,表中无ID
第十七章,克劳斯·兰克希特,Q1119207,研究,列支敦士登大公收藏,
第十七章,贝鲁奇,Q302062,装饰,列支敦士登宫廷,
第十三章,安东尼奥·玛丽亚·扎内蒂,Q944948,赠送,列支敦士登亲王,表中无ID
第四章,普桑,Q41554,创作,猎人赛伐勒斯和曙光之神奥罗拉,
第四章,卡西亚诺,Q1048333,创立,林塞学院,
第六章,皮埃特罗·奥托博尼,Q101294,委托,六幅圣礼场景作品,
第六章,朱塞佩·玛丽亚·克雷斯皮,Q528620,创作,六幅圣礼场景作品,
第十七章,泰奥多罗·科雷尔,Q2403974,喜爱,"隆吉""纪录片""式场景画",
第十二章,戈尔多尼,Q165534,称赞,隆吉人物,
第十二章,加斯帕罗·高兹,Q1232520,撰写,隆吉文章,
第十七章,泰奥多罗·科雷尔,Q2403974,收集,隆吉作品,
第十一章,马歇尔·舒伦伯格,Q70910,居住,娄雷登府邸,
第七章,利奥波德一世皇帝,Q150494,雇用,卢多维科·奥塔维奥·博纳西尼,Q3836364
第三章,枢机主教奥托博尼,Q101294,委托,卢多维科·大卫,Q6698987
第三章,耶稣会,,委托,卢多维科·大卫,Q6698987
第七章,托马斯·伊舍姆爵士,Q16848721,委托,卢多维科·吉米尼亚尼,Q3839112
第三章,格里高利十五世,Q132692,教导,卢多维科·卢多维西,Q707750
