Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category,Wikidata_QID,Wikidata_Label,Wikidata_Description,Wikidata_Candidates
Manual,Unmatched (Manual),,,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,A46,,work-English_table.csv,Unmatched Manual & Non-Q ID,Harold von Hocheim being invested with the princedom by the Emperor in 1163,Person (Reclassified),,,,No match found
Manual,Unmatched (Manual),,,Boyle/Locke/Sydenham,A419,,work-English_table.csv,Unmatched Manual & Non-Q ID,Boyle/Locke/Sydenham,Work,,,,No match found
Manual,Unmatched (Manual),,,Brutus killing Arruns,A47,,work-English_table.csv,Unmatched Manual & Non-Q ID,Brutus killing Arruns,Work,,,,No match found
Manual,Unmatched (Manual),,,Bust of Democritus,A48,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Democritus,Work,,,,"Q131297510 (Bust of Democritus, Summer Garden: )"
Manual,Unmatched (Manual),,,Bust of Francis Bacon,A49,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Francis Bacon,Work,,,,No match found
Manual,Unmatched (Manual),,,Bust of Paolo Renier,A50,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Paolo Renier,Work,,,,No match found
Manual,Unmatched (Manual),,,Bust of Phocion,A420,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Phocion,Work,,,,No match found
Manual,Unmatched (Manual),,,Ca' Foscari,G29,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Ca' Foscari,Place,Q957551,Ca' Foscari,palace in Venice,"Q1546906 (Ca' Foscari University of Venice: public university in Venice, Italy) | Q957551 (Ca' Foscari: palace in Venice) | Q131178653 (Ca' Foscari Japanese Studies: academic journal) | Q113299004 (Ca' Foscari Zattere. Università Ca' Foscari Venezia: university library in Italy) | Q63523082 (Ca' Foscari Short Film Festival: Italian film festival)"
Manual,Unmatched (Manual),,,Caesar and the Corsairs of Cilicia,A52,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caesar and the Corsairs of Cilicia,Work,,,,No match found
Manual,Unmatched (Manual),,,Caiano Ferdinand,R21,,name-English_table.csv,Unmatched Manual & Non-Q ID,Caiano Ferdinand,Person,,,,No match found
Manual,Unmatched (Manual),,,Cain and Abel,A53,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cain and Abel,Work,Q717996,Cain and Abel,"persons of the Bible, the first two sons of Adam and Eve","Q717996 (Cain and Abel: persons of the Bible, the first two sons of Adam and Eve) | Q135976646 (Cain and Abel: painting by Camillo Boccaccino (1505–1546)) | Q132818184 (Cain and Abel: painting by Bernardo di Stefano Rosselli) | Q27982840 (Cain and Abel: painting by Palma il Giovane) | Q490995 (Cain and Abel: 2009 South Korean action TV Series)"
Manual,Unmatched (Manual),,,Calabrian national church,G9,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Calabrian national church,Place,,,,No match found
Manual,Unmatched (Manual),,,Camillo Gavassetti,R22,,name-English_table.csv,Unmatched Manual & Non-Q ID,Camillo Gavassetti,Person,Q16853519,Camillo Gavasetti,Italian painter (1596-1630),Q16853519 (Camillo Gavasetti: Italian painter (1596-1630))
Manual,Unmatched (Manual),,,Campo di Rialto,G17,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Campo di Rialto,Place,Q19660353,The Campo di Rialto,painting by Canaletto (Gemäldegalerie),Q19660353 (The Campo di Rialto: painting by Canaletto (Gemäldegalerie))
Manual,Unmatched (Manual),,,Caprizi Copiosi di Figure,A421,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caprizi Copiosi di Figure,Work,,,,No match found
Manual,Unmatched (Manual),,,Capuchin church in Rome,G2,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Capuchin church in Rome,Place,,,,No match found
Manual,Unmatched (Manual),,,Cardinal Francesco Barberini,A54,,work-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Barberini,Person (Reclassified),Q110459460,Francesco Barberini,8 Jun 1459 - 3 Jul 1527,"Q110459460 (Francesco Barberini: 8 Jun 1459 - 3 Jul 1527) | Q534683 (Francesco Barberini: Italian cardinal (1597-1679)) | Q2662344 (Francesco Barberini: Italian Cardinal (1662–1738) of the family of Pope Urban VIII) | Q62121634 (Francesco Barberini: nobleman and cleric from Tuscany in Rome, uncle of pope Urban VIII (1528-1600)) | Q408981 (Francesco Barberini: Wikimedia disambiguation page)"
Manual,Unmatched (Manual),,,Cardinal Mazarin in His Gallery,A55,,work-English_table.csv,Unmatched Manual & Non-Q ID,Mazarin in His Gallery,Person (Reclassified),,,,No match found
Manual,Unmatched (Manual),,,Caricature of Cassiano dal Pozzo,A56,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caricature of Cassiano dal Pozzo,Work,,,,No match found
Manual,Unmatched (Manual),,,Carita Romana,A57,,work-English_table.csv,Unmatched Manual & Non-Q ID,Carita Romana,Work,,,,Q1188850 (Roman Charity: legendary story about a woman Pero who secretly breastfeeds her father Cimon) | Q112045362 (Carità romana: ) | Q131703787 (carità romana: painting by Bartolomeo Manfredi)
Manual,Unmatched (Manual),,,Carità,G70,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Carità,Place,,,,"Q61466152 (Carita: female given name) | Q3281685 (Carita: district in Pandeglang Regency, Banten Province, Indonesia) | Q13547638 (Carita: village in Pandeglang Regency, Banten, Indonesia) | Q456673 (charity: theological virtue) | Q114031240 (Carita Boulwén: Swedish politician)"
Manual,Unmatched (Manual),,,Carlo Baccinelli,R130,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Baccinelli,Person,,,,No match found
Manual,Unmatched (Manual),,,Carlo Grimaldo,R24,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Grimaldo,Person,,,,No match found
Manual,Unmatched (Manual),,,Carlo Quarismini,R25,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Quarismini,Person,,,,No match found
Manual,Unmatched (Manual),,,Carmelitani Scalzi,R26,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carmelitani Scalzi,Person,Q1135659,Order of the Brothers Discalced of the Blessed Virgin Mary of Mount Carmel,catholic religious order,Q1135659 (Order of the Brothers Discalced of the Blessed Virgin Mary of Mount Carmel: catholic religious order)
Manual,Unmatched (Manual),,,Carro Della Notte,A58,,work-English_table.csv,Unmatched Manual & Non-Q ID,Carro Della Notte,Work,,,,No match found
Manual,Unmatched (Manual),,,Casa Soster,G23,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Casa Soster,Place,,,,No match found
Manual,Unmatched (Manual),,,Castel Cogolo,G36,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Castel Cogolo,Place,,,,No match found
Manual,Unmatched (Manual),,,Castel Gandolfo,A59,,work-English_table.csv,Unmatched Manual & Non-Q ID,Castel Gandolfo,Work,Q242105,Castel Gandolfo,"comune in Lazio, Italy","Q242105 (Castel Gandolfo: comune in Lazio, Italy) | Q2739100 (Papal Palace of Castel Gandolfo: 17th-century papal palace in the city of Castel Gandolfo, Italy) | Q30024117 (Castel Gandolfo: chief town of the homonym municipality) | Q18177690 (Castel Gandolfo: painting by Jean-Baptiste Camille Corot) | Q4012933 (Pontifical Villas in Castel Gandolfo: extraterritorial properties of the Holy See in Italy)"
Manual,Unmatched (Manual),,,Castello Sfarzesco,G130,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Castello Sfarzesco,Place,,,,No match found
Manual,Unmatched (Manual),,,Castle of Cogolo,A422,,work-English_table.csv,Unmatched Manual & Non-Q ID,Castle of Cogolo,Work,,,,No match found
Manual,Unmatched (Manual),,,Cathedral of Rome,G108,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cathedral of Rome,Place,,,,No match found
Manual,Unmatched (Manual),,,Cattedrale Chiesa di Parenzo,G109,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cattedrale Chiesa di Parenzo,Place,,,,No match found
Manual,Unmatched (Manual),,,Cattedrale di Santa Maria Assunta,G3,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cattedrale di Santa Maria Assunta,Place,Q1287889,Parma Cathedral,cathedral,"Q1287889 (Parma Cathedral: cathedral) | Q913182 (Cremona Cathedral: cathedral in Cremona, Lombardy, northern Italy) | Q2942711 (Cattedrale di Santa Maria Assunta: church in Melfi (PZ), Italy) | Q2407717 (Cattedrale di Santa Maria Assunta: cathedral in Tricarico, Italy) | Q277433 (Altamura Cathedral: Cathedral)"
Manual,Unmatched (Manual),,,Cavaliere dello speron d'oro,A60,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dello speron d'oro,Person (Reclassified),,,,No match found
Manual,Unmatched (Manual),,,Ceiling Frescoes in Palazzo Altieri,A62,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Frescoes in Palazzo Altieri,Work,,,,No match found
Manual,Unmatched (Manual),,,Ceiling Frescoes in the Quirinal Palace Gallery,A63,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Frescoes in the Quirinal Palace Gallery,Place (Reclassified),,,,No match found
Manual,Unmatched (Manual),,,Ceiling Paintings at Hampton Court,A424,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Paintings at Hampton Court,Work,,,,No match found
Manual,Unmatched (Manual),,,Ceiling fresco of the Augustinian Church,A61,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling fresco of the Augustinian Church,Work,,,,No match found
Manual,Unmatched (Manual),,,Ceiling of Palazzo Doria-Pamphili,A423,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling of Palazzo Doria-Pamphili,Work,,,,No match found
Manual,Unmatched (Manual),,,Ceremonies of the Grand Duke,A425,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceremonies of the Grand,Person (Reclassified),,,,No match found
Manual,Unmatched (Manual),,,Chapel of St. Lawrence,G59,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chapel of Saint Lawrence,Place,Q38234665,Chapel of Saint Lawrence,,Q38234665 (Chapel of Saint Lawrence: ) | Q38231337 (Chapel of Saint Lawrence: ) | Q81158133 (Chapel of Saint Lawrence: ) | Q12031025 (Chapel of Saint Lawrence: church in Domažlice District of Plzeň region) | Q38142142 (Chapel of Saint Lawrence: )
Manual,Unmatched (Manual),,,Chapel of St. Stanislaus Kostka,G49,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chapel of Saint Stanislaus Kostka,Place,,,,No match found
Manual,Unmatched (Manual),,,Charity,A64,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charity,Work,Q5074493,Charity,female given name,"Q5074493 (Charity: female given name) | Q708676 (charitable organization: nonprofit organization with charitable purpose) | Q36866031 (Charity: family name) | Q1077064 (charity: voluntary act of giving help (short-term, emotional, immediate response, focused primarily on rescue and relief)) | Q456673 (charity: theological virtue)"
Manual,Unmatched (Manual),,,Charles Fox,A65,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charles Fox,Work,Q477723,Charles Fox,American composer for film and television (born 1940),Q477723 (Charles Fox: American composer for film and television (born 1940)) | Q438131 (Charles James Fox: British Whig statesman (1749–1806)) | Q136398056 (Charles Fox: Canadian political candidate) | Q42874395 (Charles W Fox: researcher) | Q5082014 (Charles Richard Fox: British Army general)
Manual,Unmatched (Manual),,,Charles Fran ois de Saint Saulieu,R27,,name-English_table.csv,Unmatched Manual & Non-Q ID,Charles Fran ois de Saint Saulieu,Person,,,,No match found
Manual,Unmatched (Manual),,,Charles I,A66,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charles I,Work,Q3044,Charlemagne,"king of Franks, regarded as the first Holy Roman Emperor (747–814)","Q3044 (Charlemagne: king of Franks, regarded as the first Holy Roman Emperor (747–814)) | Q32500 (Charles V: Holy Roman Emperor from 1519 to 1556 (1500–1558)) | Q81506 (Charles I of England: monarch of the three kingdoms of England, Scotland, and Ireland (1600-1649)) | Q57146 (Carol I of Romania: King of Romania from 1881 to 1914) | Q309648 (Charles Ives: American modernist composer (1874–1954))"
Manual,Unmatched (Manual),,,Chiesa de' Servi,G4,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chiesa de' Servi,Place,,,,No match found
Manual,Unmatched (Manual),,,Children at Play,A67,,work-English_table.csv,Unmatched Manual & Non-Q ID,Children at Play,Work,Q697332,Children's Games,painting by Pieter Bruegel the Elder,"Q697332 (Children's Games: painting by Pieter Bruegel the Elder) | Q20450694 (Children at Play: painting by Jean-Francis Auburtin) | Q112201949 (Children at Play: painting by Wang Qinyun) | Q106851007 (Children at Play: ) | Q60502174 (Children at Play: (1915.110) painting by Xia Kui (Chinese, active c. 1405-1445))"
Manual,Unmatched (Manual),,,Christ and St Veronica,A68,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ and St Veronica,Work,,,,No match found
Manual,Unmatched (Manual),,,Christ driving the Jews from the Temple,A69,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ driving the Jews from the Temple,Work,,,,No match found
Manual,Unmatched (Manual),,,Christ in the Boat calming His Disciples,A70,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ in the Boat calming His Disciples,Work,,,,No match found
Manual,Unmatched (Manual),,,Church Great WitleyWatson,G136,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church Great WitleyWatson,Place,,,,No match found
Manual,Unmatched (Manual),,,Church of San Gaetano,G144,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of San Gaetano,Place,,,,"Q3670193 (Church of San Gaetano alle Grotte: church building in Catania, Italy)"
Manual,Unmatched (Manual),,,Church of Santa Cecilia,G63,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Cecilia,Place,Q112811980,church of Santa Cecilia,"church in Como, quarter Camnago Volta","Q112811980 (church of Santa Cecilia: church in Como, quarter Camnago Volta) | Q85799616 (church of Santa Cecilia: church in Acquasparta) | Q43090413 (Church of Santa Cecilia, Herrera de Valdecañas: cultural property in Herrera de Valdecañas, Spain) | Q5991927 (church of Santa Cecilia (Careñes): church, cultural asset) | Q5911522 (Church of Santa Cecilia, Espinosa de los Monteros: Espinosa de los Monteros)"
Manual,Unmatched (Manual),,,Church of Santa Maria Rotonda,G10,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Maria Rotonda,Place,,,,No match found
Manual,Unmatched (Manual),,,Church of Santa Marta,G18,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Marta,Place,Q28228951,Church of Santa Marta,church building in Lecco,"Q28228951 (Church of Santa Marta: church building in Lecco) | Q55083347 (Santa Marta: church building in Agliè, Italy) | Q134357637 (church of Santa Marta: church building in Merate) | Q106686750 (Church of Santa Marta, Astorga: ) | Q43089422 (Church of Santa Marta de Tera: cultural property in Camarzana de Tera, Spain)"
Manual,Unmatched (Manual),,,Church of the Apostoli,G19,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of the Apostoli,Place,,,,No match found
Manual,Unmatched (Manual),,,Cincinnatus summoned from the Plough,A71,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cincinnatus summoned from the Plough,Work,,,,No match found
Manual,Unmatched (Manual),,,Coggio Pittoni,R28,,name-English_table.csv,Unmatched Manual & Non-Q ID,Coggio Pittoni,Person,,,,No match found
Manual,Unmatched (Manual),,,Coggioh Pittoni,R29,,name-English_table.csv,Unmatched Manual & Non-Q ID,Coggioh Pittoni,Person,,,,No match found
Manual,Unmatched (Manual),,,Collegio di Siena,G50,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Collegio di Siena,Place,,,,No match found
Manual,Unmatched (Manual),,,Colnaghi's,G163,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Colnaghi's,Place,,,,"Q5147759 (Colnaghi: art gallery in New Bond Street, London) | Q103898286 (Colnaghi’s: encyclopedia article)"
Manual,Unmatched (Manual),,,Consiglio del Consorzio,G71,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Consiglio del Consorzio,Place,,,,No match found
Manual,Unmatched (Manual),,,Conte Carpegna,R30,,name-English_table.csv,Unmatched Manual & Non-Q ID,Conte Carpegna,Person,,,,No match found
Manual,Unmatched (Manual),,,Conte Tassis,R31,,name-English_table.csv,Unmatched Manual & Non-Q ID,Conte Tassis,Person,,,,No match found
Manual,Unmatched (Manual),,,Copy of Annibale Carracci's Works,A426,,work-English_table.csv,Unmatched Manual & Non-Q ID,Copy of Annibale Carracci's Works,Work,,,,No match found
Manual,Unmatched (Manual),,,Copy of Raphael's Loggias,A427,,work-English_table.csv,Unmatched Manual & Non-Q ID,Copy of Raphael's Loggias,Work,,,,No match found
Manual,Unmatched (Manual),,,Correr Library,G42,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Correr Library,Place,,,,No match found
Manual,Unmatched (Manual),,,Corti Guido,R32,,name-English_table.csv,Unmatched Manual & Non-Q ID,Corti Guido,Person,,,,No match found
Manual,Unmatched (Manual),,,"Count of Bolagno, the Imperial ambassador",A72,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Imperial ambassador of Bolagno,Person (Reclassified),,,,No match found
Manual,Unmatched (Manual),,,Couvent des Augustins Déchaussés,G137,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Couvent des Augustins Déchaussés,Place,,,,No match found
Manual,Unmatched (Manual),,,Cowper,A73,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cowper,Work,Q1074235,Cowper,Australian federal electoral division,"Q1074235 (Cowper: Australian federal electoral division) | Q5179801 (Cowper: county of New South Wales, Australia) | Q16865826 (Cowper: family name) | Q1138236 (Cowper Phipps Coles: British Royal Navy officer (1819-1870)) | Q50824545 (Cowper: unisex given name)"
Manual,Unmatched (Manual),,,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,A74,,work-English_table.csv,Unmatched Manual & Non-Q ID,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,Work,,,,No match found
Manual,Unmatched (Manual),,,Crossing of the Red Sea,A75,,work-English_table.csv,Unmatched Manual & Non-Q ID,Crossing of the Red Sea,Work,Q1233823,Crossing the Red Sea,episode in Exodus in which the Israelites led by Moses successfully evade the pursuing Egyptians,Q1233823 (Crossing the Red Sea: episode in Exodus in which the Israelites led by Moses successfully evade the pursuing Egyptians) | Q1404331 (Crossing of the Red Sea: fresco by Agnolo Bronzino) | Q27980958 (Crossing of the Red Sea: painting by Cornelis de Wael) | Q111821785 (Crossing of the Red Sea: painting by artist unknown) | Q111821784 (Crossing of the Red Sea: manuscript by de Brailes William)
